,radiusOfRing_Ring,radiusOfRing_section,radiusOfRing_bar,mass,restitution,lateralFriction,spinningFriction,rollingFriction,position,velocity,angularVelocity,time
458,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.24 -0.19 94.88],[ 2.83  0.34 -1.77],[ 1.9  -0.02 17.87],1.9083333333333332
459,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.22 -0.19 94.87],[ 2.58  0.52 -1.61],[ 1.840e+00 -1.000e-02  1.841e+01],1.9124999999999999
460,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.21 -0.19 94.86],[ 2.3   0.63 -1.47],[ 2.68 -0.03 18.32],1.9166666666666667
461,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.21 -0.19 94.86],[ 1.99  0.69 -1.33],[ 3.65 -0.05 18.07],1.9208333333333334
462,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.2  -0.18 94.85],[ 1.72  0.71 -1.23],[ 4.18 -0.06 17.69],1.925
463,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.19 -0.18 94.85],[ 1.48  0.71 -1.13],[ 4.72 -0.07 17.13],1.9291666666666667
464,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.19 -0.18 94.84],[ 1.3   0.7  -1.05],[ 5.13 -0.07 16.42],1.9333333333333333
465,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18 -0.18 94.84],[ 1.13  0.69 -0.96],[ 5.49 -0.08 15.73],1.9375
466,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18 -0.17 94.84],[ 0.98  0.67 -0.89],[ 5.68 -0.08 15.03],1.9416666666666667
467,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18 -0.17 94.83],[ 0.84  0.64 -0.8 ],[ 5.99 -0.09 14.36],1.9458333333333333
468,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17 -0.17 94.83],[ 0.72  0.61 -0.72],[ 6.3  -0.09 13.64],1.95
469,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17 -0.16 94.83],[ 0.6   0.56 -0.66],[ 6.53 -0.1  12.83],1.9541666666666666
470,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17 -0.16 94.82],[ 0.45  0.46 -0.55],[ 6.64 -0.1  12.44],1.9583333333333333
471,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17 -0.16 94.82],[ 0.37  0.36 -0.47],[ 6.7  -0.1  11.89],1.9625
472,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17 -0.16 94.82],[ 0.28  0.24 -0.39],[ 6.85 -0.11 10.91],1.9666666666666666
473,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.26  0.16 -0.31],[ 6.69 -0.1  10.37],1.9708333333333332
474,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.21  0.05 -0.21],[ 6.74 -0.11  9.77],1.9749999999999999
475,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.04 -0.28  0.01],[ 6.65 -0.1  10.58],1.9791666666666667
476,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.09 -0.27  0.1 ],[ 6.76 -0.11  9.45],1.9833333333333334
477,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.16 -0.2   0.1 ],[ 6.78 -0.11  8.51],1.9875
478,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.14 -0.26  0.14],[ 6.72 -0.12  7.93],1.9916666666666667
479,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.16 94.82],[ 0.14 -0.27  0.17],[ 6.37 -0.11  7.43],1.9958333333333333
480,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.82],[ 0.16 -0.26  0.18],[ 6.24 -0.11  6.64],2.0
481,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.82],[ 0.2  -0.21  0.18],[ 6.14 -0.12  6.12],2.0041666666666664
482,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.82],[ 0.2  -0.23  0.21],[ 5.98 -0.12  5.76],2.0083333333333333
483,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.82],[ 0.18 -0.25  0.21],[ 5.82 -0.12  5.37],2.0125
484,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.82],[ 0.22 -0.24  0.23],[ 5.66 -0.12  4.77],2.0166666666666666
485,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.83],[ 0.21 -0.25  0.25],[ 5.57 -0.12  4.62],2.0208333333333335
486,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.17 94.83],[ 0.23 -0.23  0.28],[ 5.41 -0.12  4.32],2.025
487,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.17 94.83],[ 0.25 -0.25  0.26],[ 5.15 -0.12  3.68],2.029166666666667
488,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.17 94.83],[ 0.29 -0.24  0.32],[ 4.66 -0.12  3.08],2.033333333333333
489,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.18 94.83],[ 0.33 -0.29  0.38],[ 4.37 -0.12  2.63],2.0375
490,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.18 94.83],[ 0.34 -0.32  0.42],[ 4.19 -0.12  2.64],2.0416666666666665
491,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.18 94.83],[ 0.39 -0.32  0.45],[ 4.22 -0.12  2.56],2.0458333333333334
492,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.18 94.84],[ 0.43 -0.37  0.45],[ 4.14 -0.12  2.57],2.05
493,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14 -0.18 94.84],[ 0.46 -0.33  0.45],[ 3.7  -0.11  2.62],2.0541666666666667
494,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14 -0.18 94.84],[ 0.47 -0.31  0.48],[ 3.42 -0.11  2.31],2.058333333333333
495,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14 -0.18 94.84],[ 0.5  -0.35  0.49],[ 3.29 -0.11  2.47],2.0625
496,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14 -0.19 94.84],[ 0.56 -0.39  0.5 ],[ 3.09 -0.11  2.34],2.0666666666666664
497,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14 -0.19 94.85],[ 0.56 -0.4   0.52],[ 2.62 -0.11  2.42],2.0708333333333333
498,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13 -0.19 94.85],[ 0.64 -0.4   0.58],[ 2.71 -0.11  2.29],2.075
499,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13 -0.19 94.85],[ 0.67 -0.38  0.6 ],[ 2.38 -0.11  2.38],2.0791666666666666
500,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13 -0.19 94.85],[ 0.66 -0.37  0.54],[ 2.01 -0.1   2.3 ],2.0833333333333335
501,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13 -0.19 94.86],[ 0.65 -0.37  0.5 ],[ 1.62 -0.09  2.27],2.0875
502,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.19 94.86],[ 0.64 -0.35  0.48],[ 1.25 -0.09  2.17],2.091666666666667
503,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.2  94.86],[ 0.59 -0.35  0.45],[ 0.9  -0.08  2.35],2.095833333333333
504,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.2  94.86],[ 0.6  -0.3   0.48],[ 0.7  -0.08  1.98],2.1
505,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.2  94.86],[ 0.62 -0.25  0.44],[ 0.49 -0.08  1.65],2.1041666666666665
506,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.58 -0.19  0.35],[ 0.03 -0.08  1.52],2.1083333333333334
507,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.54 -0.14  0.29],[-0.16 -0.07  1.3 ],2.1125
508,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.22 -0.28  0.15],[-1.03 -0.06  2.41],2.1166666666666667
509,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.36 -0.06  0.12],[-1.08 -0.06  1.03],2.120833333333333
510,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.12 -0.24  0.08],[-1.7  -0.05  2.3 ],2.125
511,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.12 -0.23  0.08],[-2.06 -0.05  2.22],2.1291666666666664
512,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.14 -0.19  0.08],[-2.36 -0.04  1.98],2.1333333333333333
513,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.2  94.87],[ 0.07 -0.27  0.02],[-2.72 -0.04  1.89],2.1375
514,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.87],[ 0.11 -0.2  -0.01],[-3.07 -0.04  1.57],2.1416666666666666
515,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.87],[ 0.11 -0.18 -0.08],[-3.37 -0.04  1.69],2.1458333333333335
516,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.87],[-0.   -0.27 -0.17],[-3.74 -0.03  1.9 ],2.15
517,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.87],[-0.08 -0.26 -0.33],[-4.21 -0.03  1.83],2.154166666666667
518,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.86],[-0.18 -0.24 -0.46],[-4.58 -0.03  1.94],2.158333333333333
519,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.86],[-0.27 -0.33 -0.57],[-4.89 -0.02  2.2 ],2.1625
520,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.21 94.86],[-0.33 -0.4  -0.66],[-5.28 -0.02  2.5 ],2.1666666666666665
521,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.22 94.86],[-0.39 -0.55 -0.77],[-5.55 -0.01  2.82],2.1708333333333334
522,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.22 94.85],[-0.47 -0.74 -0.92],[-5.78 -0.01  3.36],2.175
523,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.22 94.85],[-0.54 -0.93 -1.07],[-6.07 -0.01  4.18],2.1791666666666667
524,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.23 94.84],[-0.57 -1.12 -1.21],[-6.49 -0.01  5.05],2.183333333333333
525,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.23 94.84],[-0.55 -1.32 -1.34],[-6.84 -0.01  5.79],2.1875
526,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.24 94.83],[-0.49 -1.55 -1.47],[-7.06 -0.01  6.49],2.1916666666666664
527,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.25 94.82],[-0.39 -1.79 -1.61],[-7.16 -0.01  7.37],2.1958333333333333
528,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.25 94.82],[-0.25 -2.01 -1.71],[-7.4  -0.01  8.19],2.2
529,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.26 94.81],[-0.1  -2.25 -1.81],[-7.33 -0.01  8.86],2.2041666666666666
530,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.27 94.8 ],[ 0.07 -2.47 -1.94],[-7.14 -0.01  9.51],2.2083333333333335
531,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.29 94.79],[ 0.24 -2.69 -2.06],[-6.92 -0.02 10.01],2.2125
532,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.3  94.78],[ 0.4  -2.89 -2.16],[-6.75 -0.02 10.59],2.216666666666667
533,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.31 94.77],[ 0.6  -3.05 -2.26],[-6.75 -0.03 11.13],2.220833333333333
534,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.32 94.76],[ 0.83 -3.16 -2.36],[-6.72 -0.03 11.75],2.225
535,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.34 94.75],[ 1.1  -3.24 -2.46],[-6.77 -0.04 12.17],2.2291666666666665
536,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.35 94.74],[ 1.41 -3.3  -2.57],[-6.65 -0.04 12.54],2.2333333333333334
537,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1  -0.36 94.73],[ 1.75 -3.33 -2.68],[-6.45 -0.05 12.99],2.2375
538,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-9.000e-02 -3.800e-01  9.472e+01],[ 2.08 -3.37 -2.78],[-6.17 -0.05 13.35],2.2416666666666667
539,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-8.000e-02 -3.900e-01  9.471e+01],[ 2.41 -3.39 -2.87],[-5.87 -0.06 13.63],2.245833333333333
540,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-7.00e-02 -4.10e-01  9.47e+01],[ 2.74 -3.39 -2.95],[-5.62 -0.06 13.86],2.25
541,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -4.200e-01  9.468e+01],[ 3.06 -3.36 -3.02],[-5.5  -0.07 14.15],2.2541666666666664
542,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -4.300e-01  9.467e+01],[ 3.38 -3.31 -3.09],[-5.43 -0.07 14.55],2.2583333333333333
543,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -4.500e-01  9.466e+01],[ 3.7  -3.19 -3.18],[-5.35 -0.08 15.05],2.2625
544,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-1.000e-02 -4.600e-01  9.464e+01],[ 4.03 -3.05 -3.29],[-5.28 -0.09 15.43],2.2666666666666666
545,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -4.700e-01  9.463e+01],[ 4.36 -2.85 -3.39],[-5.25 -0.09 16.12],2.2708333333333335
546,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.000e-02 -4.800e-01  9.462e+01],[ 4.7  -2.64 -3.49],[-5.03 -0.1  16.17],2.275
547,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 5.00e-02 -4.90e-01  9.46e+01],[ 5.04 -2.45 -3.61],[-4.68 -0.1  16.29],2.279166666666667
548,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 7.000e-02 -5.000e-01  9.458e+01],[ 5.38 -2.22 -3.73],[-4.24 -0.1  16.57],2.283333333333333
549,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.1  -0.51 94.57],[ 5.71 -1.97 -3.85],[-3.8  -0.1  16.93],2.2875
550,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.12 -0.52 94.55],[ 6.02 -1.67 -3.97],[-3.43 -0.11 17.3 ],2.2916666666666665
551,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.15 -0.52 94.54],[ 6.3  -1.32 -4.09],[-3.02 -0.11 17.71],2.2958333333333334
552,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.18 -0.53 94.52],[ 6.56 -0.92 -4.22],[-2.66 -0.11 18.14],2.3
553,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.2  -0.53 94.5 ],[ 6.8  -0.48 -4.34],[-2.12 -0.11 18.46],2.3041666666666667
554,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.23 -0.53 94.48],[ 7.02 -0.02 -4.47],[-1.61 -0.1  18.65],2.308333333333333
555,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.26 -0.53 94.46],[ 7.17  0.48 -4.59],[-1.54 -0.11 19.51],2.3125
556,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.29 -0.52 94.44],[ 7.28  1.03 -4.68],[-0.73 -0.1  19.53],2.3166666666666664
557,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.32 -0.52 94.42],[ 7.37  1.54 -4.78],[-0.11 -0.09 19.22],2.3208333333333333
558,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.35 -0.51 94.4 ],[ 7.44  2.04 -4.88],[ 0.64 -0.07 19.07],2.325
559,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.39 -0.5  94.38],[ 7.46  2.54 -4.97],[ 1.32 -0.06 18.92],2.3291666666666666
560,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42 -0.48 94.36],[ 7.43  3.08 -5.07],[ 1.86 -0.04 18.77],2.3333333333333335
561,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.45 -0.47 94.34],[ 7.35  3.63 -5.18],[ 2.43 -0.03 18.66],2.3375
562,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.48 -0.45 94.32],[ 7.23  4.18 -5.29],[ 3.04 -0.02 18.52],2.341666666666667
563,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.51 -0.43 94.29],[ 7.07  4.73 -5.41],[ 3.71  0.   18.37],2.345833333333333
564,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.54 -0.41 94.27],[ 6.86  5.28 -5.53],[ 4.41  0.02 18.22],2.35
565,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.56 -0.39 94.25],[ 6.58  5.83 -5.66],[ 5.07  0.04 18.01],2.3541666666666665
566,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.59 -0.36 94.22],[ 6.24  6.37 -5.78],[ 5.7   0.07 17.72],2.3583333333333334
567,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.61 -0.33 94.2 ],[ 5.83  6.9  -5.89],[ 6.3   0.09 17.33],2.3625
568,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.64 -0.3  94.17],[ 5.36  7.41 -5.98],[ 6.84  0.11 16.89],2.3666666666666667
569,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.66 -0.27 94.15],[ 4.84  7.87 -6.06],[ 7.4   0.14 16.36],2.370833333333333
570,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.67 -0.23 94.12],[ 4.27  8.3  -6.13],[ 7.93  0.16 16.  ],2.375
571,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.69 -0.2  94.1 ],[ 3.64  8.66 -6.18],[ 8.42  0.19 15.53],2.3791666666666664
572,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.7  -0.16 94.07],[ 2.98  8.97 -6.23],[ 8.72  0.2  14.87],2.3833333333333333
573,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.71 -0.12 94.05],[ 2.34  9.2  -6.28],[ 9.21  0.22 14.17],2.3875
574,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 7.200e-01 -8.000e-02  9.402e+01],[ 1.68  9.38 -6.32],[ 9.59  0.24 13.4 ],2.3916666666666666
575,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 7.200e-01 -4.000e-02  9.399e+01],[ 1.    9.49 -6.35],[ 9.79  0.26 12.71],2.3958333333333335
576,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.72 -0.   93.97],[ 0.3   9.55 -6.35],[ 9.9   0.27 11.99],2.4
577,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[7.200e-01 4.000e-02 9.394e+01],[-0.41  9.54 -6.34],[ 9.92  0.28 11.14],2.404166666666667
578,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[7.200e-01 8.000e-02 9.391e+01],[-1.12  9.47 -6.3 ],[ 9.77  0.28 10.41],2.408333333333333
579,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.71  0.12 93.89],[-1.8   9.34 -6.26],[9.63 0.29 9.63],2.4125
580,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.7   0.15 93.86],[-2.45  9.15 -6.22],[9.53 0.3  8.87],2.4166666666666665
581,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.69  0.19 93.84],[-3.08  8.91 -6.16],[9.4  0.3  7.97],2.4208333333333334
582,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.67  0.23 93.81],[-3.69  8.63 -6.12],[9.33 0.3  7.32],2.425
583,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.65  0.26 93.78],[-4.3   8.32 -6.07],[9.26 0.31 6.88],2.4291666666666667
584,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.63  0.29 93.76],[-4.89  7.95 -6.03],[9.05 0.31 6.35],2.433333333333333
585,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.61  0.33 93.73],[-5.44  7.52 -5.97],[8.81 0.31 5.8 ],2.4375
586,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.59  0.36 93.71],[-5.93  7.03 -5.9 ],[8.47 0.31 5.25],2.4416666666666664
587,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.56  0.38 93.69],[-6.39  6.51 -5.82],[8.19 0.31 4.57],2.4458333333333333
588,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.53  0.41 93.66],[-6.77  5.95 -5.73],[7.63 0.3  4.15],2.45
589,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.5   0.43 93.64],[-7.09  5.36 -5.64],[6.98 0.29 3.73],2.4541666666666666
590,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.47  0.45 93.62],[-7.38  4.74 -5.52],[6.31 0.28 3.32],2.4583333333333335
591,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.44  0.47 93.59],[-7.59  4.1  -5.39],[5.68 0.26 3.06],2.4625
592,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.41  0.48 93.57],[-7.75  3.45 -5.26],[4.89 0.24 2.82],2.466666666666667
593,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.37  0.49 93.55],[-7.82  2.8  -5.12],[4.07 0.22 2.81],2.470833333333333
594,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.34  0.5  93.53],[-7.83  2.17 -4.97],[3.15 0.19 2.64],2.475
595,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.31  0.51 93.51],[-7.77  1.55 -4.81],[2.35 0.17 2.61],2.4791666666666665
596,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.28  0.51 93.49],[-7.65  0.98 -4.66],[1.49 0.14 2.46],2.4833333333333334
597,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.25  0.51 93.47],[-7.47  0.42 -4.5 ],[0.7  0.11 2.52],2.4875
598,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.22  0.51 93.45],[-7.26 -0.09 -4.33],[-0.11  0.07  2.58],2.4916666666666667
599,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.19  0.51 93.44],[-7.   -0.58 -4.16],[-0.95  0.04  2.72],2.495833333333333
600,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.16  0.51 93.42],[-6.71 -0.99 -4.  ],[-1.75  0.    3.04],2.5
601,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.13  0.5  93.4 ],[-6.38 -1.37 -3.85],[-2.54 -0.04  3.45],2.5041666666666664
602,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.11  0.49 93.39],[-6.06 -1.71 -3.71],[-3.23 -0.07  3.89],2.5083333333333333
603,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[8.000e-02 4.900e-01 9.337e+01],[-5.73 -2.02 -3.56],[-3.88 -0.11  4.29],2.5125
604,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[6.000e-02 4.800e-01 9.336e+01],[-5.4  -2.3  -3.42],[-4.37 -0.14  4.63],2.5166666666666666
605,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[4.000e-02 4.700e-01 9.334e+01],[-5.06 -2.55 -3.27],[-4.88 -0.16  4.96],2.5208333333333335
606,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.000e-02 4.500e-01 9.333e+01],[-4.72 -2.75 -3.12],[-5.33 -0.19  5.31],2.525
607,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.    0.44 93.32],[-4.37 -2.92 -2.98],[-5.75 -0.22  5.76],2.529166666666667
608,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-2.000e-02  4.300e-01  9.331e+01],[-4.01 -3.05 -2.84],[-6.1  -0.24  6.27],2.533333333333333
609,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.00e-02  4.20e-01  9.33e+01],[-3.66 -3.15 -2.71],[-6.46 -0.27  6.82],2.5375
610,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02  4.000e-01  9.329e+01],[-3.31 -3.28 -2.59],[-6.4  -0.27  7.01],2.5416666666666665
611,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.000e-02  3.900e-01  9.328e+01],[-2.94 -3.33 -2.47],[-6.62 -0.29  7.6 ],2.5458333333333334
612,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-7.000e-02  3.700e-01  9.327e+01],[-2.58 -3.32 -2.36],[-6.87 -0.31  8.22],2.55
613,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-8.000e-02  3.600e-01  9.326e+01],[-2.24 -3.32 -2.24],[-7.01 -0.33  8.67],2.5541666666666667
614,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-9.000e-02  3.500e-01  9.325e+01],[-1.93 -3.28 -2.14],[-7.13 -0.34  9.24],2.558333333333333
